control,control_window_gain,feature_mode,fold,real_window_gain,representation,target,threshold,window_name,window_seconds,window_specific_gain
timestamp,-0.11876515998978011,cortical_pca_64,grouped_0,0.00861729666622485,last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.12738245665600495
video_time,-0.05391226047014311,cortical_pca_64,grouped_0,0.00861729666622485,last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.06252955713636796
ar,0.009324850319492262,cortical_pca_64,grouped_0,0.012889383409111721,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.0035645330896194594
shuffled,-0.0003289126130420206,cortical_pca_64,grouped_0,0.012889383409111721,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.013218296022153742
random,-0.00896264984950007,cortical_pca_64,grouped_0,0.012889383409111721,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.02185203325861179
timestamp,-0.11876515998978011,cortical_pca_64,grouped_0,0.012889383409111721,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.13165454339889182
video_time,-0.05391226047014311,cortical_pca_64,grouped_0,0.012889383409111721,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.06680164387925483
ar,0.021163420397797228,cortical_pca_64,grouped_0,-0.0018009079039206233,mean_std_last_slope,arousal__future_spike_1_3s,0.05,symmetric_2s,4.0,-0.02296432830171785
shuffled,0.003125457305153956,cortical_pca_64,grouped_0,-0.0018009079039206233,mean_std_last_slope,arousal__future_spike_1_3s,0.05,symmetric_2s,4.0,-0.004926365209074579
random,0.012627188120303112,cortical_pca_64,grouped_0,-0.0018009079039206233,mean_std_last_slope,arousal__future_spike_1_3s,0.05,symmetric_2s,4.0,-0.014428096024223735
timestamp,-0.04098590465517707,cortical_pca_64,grouped_0,-0.0018009079039206233,mean_std_last_slope,arousal__future_spike_1_3s,0.05,symmetric_2s,4.0,0.039184996751256446
video_time,-0.03738080654368736,cortical_pca_64,grouped_0,-0.0018009079039206233,mean_std_last_slope,arousal__future_spike_1_3s,0.05,symmetric_2s,4.0,0.03557989863976674
ar,0.02412037272522627,cortical_pca_64,grouped_0,0.025806724406635173,last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.0016863516814089041
shuffled,0.03780868368990131,cortical_pca_64,grouped_0,0.025806724406635173,last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.01200195928326614
random,0.013636701463241196,cortical_pca_64,grouped_0,0.025806724406635173,last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.012170022943393977
timestamp,-0.027670438113114704,cortical_pca_64,grouped_0,0.025806724406635173,last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.05347716251974988
video_time,-0.02581353624436286,cortical_pca_64,grouped_0,0.025806724406635173,last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.051620260650998034
ar,0.02412037272522627,cortical_pca_64,grouped_0,0.03572804313790495,mean,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.011607670412678683
shuffled,0.028727326945948373,cortical_pca_64,grouped_0,0.03572804313790495,mean,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.00700071619195658
random,0.03483691886506857,cortical_pca_64,grouped_0,0.03572804313790495,mean,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.0008911242728363855
timestamp,-0.027670438113114704,cortical_pca_64,grouped_0,0.03572804313790495,mean,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.06339848125101966
video_time,-0.02581353624436286,cortical_pca_64,grouped_0,0.03572804313790495,mean,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.061541579382267814
ar,0.02412037272522627,cortical_pca_64,grouped_0,-0.00015964482972091742,slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.024280017554947186
shuffled,0.023020720564192243,cortical_pca_64,grouped_0,-0.00015964482972091742,slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.02318036539391316
random,0.02147684389576937,cortical_pca_64,grouped_0,-0.00015964482972091742,slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.021636488725490288
timestamp,-0.027670438113114704,cortical_pca_64,grouped_0,-0.00015964482972091742,slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.027510793283393786
video_time,-0.02581353624436286,cortical_pca_64,grouped_0,-0.00015964482972091742,slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.025653891414641944
ar,0.02412037272522627,cortical_pca_64,grouped_0,0.022270379020965736,mean_last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.001849993704260533
shuffled,0.022024113492224995,cortical_pca_64,grouped_0,0.022270379020965736,mean_last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.00024626552874074115
random,0.021302415992597357,cortical_pca_64,grouped_0,0.022270379020965736,mean_last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.0009679630283683793
timestamp,-0.027670438113114704,cortical_pca_64,grouped_0,0.022270379020965736,mean_last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.04994081713408044
video_time,-0.02581353624436286,cortical_pca_64,grouped_0,0.022270379020965736,mean_last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.0480839152653286
ar,0.02412037272522627,cortical_pca_64,grouped_0,0.022539290641524545,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.0015810820837017237
shuffled,0.018437802223946476,cortical_pca_64,grouped_0,0.022539290641524545,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.00410148841757807
random,0.01680214206965086,cortical_pca_64,grouped_0,0.022539290641524545,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.005737148571873685
timestamp,-0.027670438113114704,cortical_pca_64,grouped_0,0.022539290641524545,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.05020972875463925
video_time,-0.02581353624436286,cortical_pca_64,grouped_0,0.022539290641524545,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.04835282688588741
ar,0.02412037272522627,cortical_pca_64,grouped_0,0.02253526824696067,last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.0015851044782655976
shuffled,0.026605380480138108,cortical_pca_64,grouped_0,0.02253526824696067,last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.004070112233177436
random,0.01878442969353572,cortical_pca_64,grouped_0,0.02253526824696067,last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.003750838553424951
timestamp,-0.027670438113114704,cortical_pca_64,grouped_0,0.02253526824696067,last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.050205706360075375
video_time,-0.02581353624436286,cortical_pca_64,grouped_0,0.02253526824696067,last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.04834880449132353
ar,0.02412037272522627,cortical_pca_64,grouped_0,0.017712885698494774,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.006407487026731495
shuffled,0.0365869746104433,cortical_pca_64,grouped_0,0.017712885698494774,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.018874088911948528
random,0.03968063932179322,cortical_pca_64,grouped_0,0.017712885698494774,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.021967753623298447
timestamp,-0.027670438113114704,cortical_pca_64,grouped_0,0.017712885698494774,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.04538332381160948
video_time,-0.02581353624436286,cortical_pca_64,grouped_0,0.017712885698494774,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.043526421942857635
ar,0.04026459563041318,cortical_pca_64,grouped_0,0.041101672948549106,last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.0008370773181359259
shuffled,0.043685692051451064,cortical_pca_64,grouped_0,0.041101672948549106,last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.0025840191029019577
random,0.04682217864808602,cortical_pca_64,grouped_0,0.041101672948549106,last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.005720505699536915
timestamp,-0.016441153307766826,cortical_pca_64,grouped_0,0.041101672948549106,last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.05754282625631593
video_time,-0.02756161200825058,cortical_pca_64,grouped_0,0.041101672948549106,last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.06866328495679969
ar,0.04026459563041318,cortical_pca_64,grouped_0,0.062437592555192545,mean,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.022172996924779365
shuffled,0.03657049418298708,cortical_pca_64,grouped_0,0.062437592555192545,mean,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.025867098372205466
random,0.03794293746843197,cortical_pca_64,grouped_0,0.062437592555192545,mean,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.024494655086760575
timestamp,-0.016441153307766826,cortical_pca_64,grouped_0,0.062437592555192545,mean,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.07887874586295937
video_time,-0.02756161200825058,cortical_pca_64,grouped_0,0.062437592555192545,mean,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.08999920456344312
ar,0.04026459563041318,cortical_pca_64,grouped_0,0.015464811464375339,slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.02479978416603784
shuffled,0.04020347260113827,cortical_pca_64,grouped_0,0.015464811464375339,slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.02473866113676293
random,0.03450906186198033,cortical_pca_64,grouped_0,0.015464811464375339,slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.01904425039760499
timestamp,-0.016441153307766826,cortical_pca_64,grouped_0,0.015464811464375339,slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.031905964772142165
video_time,-0.02756161200825058,cortical_pca_64,grouped_0,0.015464811464375339,slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.04302642347262592
ar,0.04026459563041318,cortical_pca_64,grouped_0,0.03410944881883515,mean_last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.006155146811578027
shuffled,0.03829374867650692,cortical_pca_64,grouped_0,0.03410944881883515,mean_last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.004184299857671769
random,0.03884947913048348,cortical_pca_64,grouped_0,0.03410944881883515,mean_last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.0047400303116483244
timestamp,-0.016441153307766826,cortical_pca_64,grouped_0,0.03410944881883515,mean_last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.05055060212660198
video_time,-0.02756161200825058,cortical_pca_64,grouped_0,0.03410944881883515,mean_last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.06167106082708573
ar,0.04026459563041318,cortical_pca_64,grouped_0,0.027576760880625717,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.012687834749787463
shuffled,0.03182828816074185,cortical_pca_64,grouped_0,0.027576760880625717,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.00425152728011613
random,0.02599933470863619,cortical_pca_64,grouped_0,0.027576760880625717,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.0015774261719895266
timestamp,-0.016441153307766826,cortical_pca_64,grouped_0,0.027576760880625717,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.04401791418839254
video_time,-0.02756161200825058,cortical_pca_64,grouped_0,0.027576760880625717,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.0551383728888763
ar,0.04026459563041318,cortical_pca_64,grouped_0,0.02607128356362448,last_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.0141933120667887
shuffled,0.032095687133505135,cortical_pca_64,grouped_0,0.02607128356362448,last_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.006024403569880654
random,0.031240621726826734,cortical_pca_64,grouped_0,0.02607128356362448,last_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.005169338163202253
timestamp,-0.016441153307766826,cortical_pca_64,grouped_0,0.02607128356362448,last_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.04251243687139131
video_time,-0.02756161200825058,cortical_pca_64,grouped_0,0.02607128356362448,last_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.05363289557187506
ar,0.04026459563041318,cortical_pca_64,grouped_0,0.02134961169489985,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.01891498393551333
shuffled,0.025847455918322326,cortical_pca_64,grouped_0,0.02134961169489985,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.004497844223422476
random,0.05136350612432905,cortical_pca_64,grouped_0,0.02134961169489985,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.0300138944294292
timestamp,-0.016441153307766826,cortical_pca_64,grouped_0,0.02134961169489985,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.037790765002666676
video_time,-0.02756161200825058,cortical_pca_64,grouped_0,0.02134961169489985,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.04891122370315043
ar,0.035639860447237715,cortical_pca_64,grouped_0,0.03761313426617713,last,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.001973273818939414
shuffled,0.04048642033215105,cortical_pca_64,grouped_0,0.03761313426617713,last,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,-0.0028732860659739234
random,0.023813507733499717,cortical_pca_64,grouped_0,0.03761313426617713,last,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.013799626532677411
timestamp,-0.022140888973249534,cortical_pca_64,grouped_0,0.03761313426617713,last,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.05975402323942666
video_time,-0.03750948253969577,cortical_pca_64,grouped_0,0.03761313426617713,last,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.0751226168058729
ar,0.035639860447237715,cortical_pca_64,grouped_0,0.06266076080458399,mean,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.027020900357346278
shuffled,0.04420890333911903,cortical_pca_64,grouped_0,0.06266076080458399,mean,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.01845185746546496
random,0.04053268985674319,cortical_pca_64,grouped_0,0.06266076080458399,mean,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.022128070947840806
timestamp,-0.022140888973249534,cortical_pca_64,grouped_0,0.06266076080458399,mean,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.08480164977783353
video_time,-0.03750948253969577,cortical_pca_64,grouped_0,0.06266076080458399,mean,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.10017024334427976
ar,0.035639860447237715,cortical_pca_64,grouped_0,0.01153744645425786,slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,-0.024102413992979854
shuffled,0.045358767863855454,cortical_pca_64,grouped_0,0.01153744645425786,slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,-0.03382132140959759
random,0.03966105702163031,cortical_pca_64,grouped_0,0.01153744645425786,slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,-0.028123610567372448
timestamp,-0.022140888973249534,cortical_pca_64,grouped_0,0.01153744645425786,slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.033678335427507394
video_time,-0.03750948253969577,cortical_pca_64,grouped_0,0.01153744645425786,slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.04904692899395363
ar,0.035639860447237715,cortical_pca_64,grouped_0,0.017645059371070693,mean_last,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,-0.017994801076167022
shuffled,0.033902013775066686,cortical_pca_64,grouped_0,0.017645059371070693,mean_last,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,-0.016256954403995993
random,0.0367211818209785,cortical_pca_64,grouped_0,0.017645059371070693,mean_last,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,-0.019076122449907806
timestamp,-0.022140888973249534,cortical_pca_64,grouped_0,0.017645059371070693,mean_last,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.03978594834432023
video_time,-0.03750948253969577,cortical_pca_64,grouped_0,0.017645059371070693,mean_last,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.055154541910766464
ar,0.035639860447237715,cortical_pca_64,grouped_0,0.015095543864813155,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,-0.02054431658242456
shuffled,0.027267356541201604,cortical_pca_64,grouped_0,0.015095543864813155,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,-0.01217181267638845
random,0.02539666864724277,cortical_pca_64,grouped_0,0.015095543864813155,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,-0.010301124782429616
timestamp,-0.022140888973249534,cortical_pca_64,grouped_0,0.015095543864813155,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.03723643283806269
video_time,-0.03750948253969577,cortical_pca_64,grouped_0,0.015095543864813155,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.052605026404508926
ar,0.035639860447237715,cortical_pca_64,grouped_0,0.010826147726242963,last_slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,-0.02481371272099475
shuffled,0.03114007272736219,cortical_pca_64,grouped_0,0.010826147726242963,last_slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,-0.020313925001119226
random,0.03560289650573362,cortical_pca_64,grouped_0,0.010826147726242963,last_slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,-0.024776748779490654
timestamp,-0.022140888973249534,cortical_pca_64,grouped_0,0.010826147726242963,last_slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.0329670366994925
video_time,-0.03750948253969577,cortical_pca_64,grouped_0,0.010826147726242963,last_slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.048335630265938734
ar,0.035639860447237715,cortical_pca_64,grouped_0,0.02209935120872386,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,-0.013540509238513854
shuffled,0.0014527821286844378,cortical_pca_64,grouped_0,0.02209935120872386,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.020646569080039423
random,0.042372283586908754,cortical_pca_64,grouped_0,0.02209935120872386,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,-0.020272932378184894
timestamp,-0.022140888973249534,cortical_pca_64,grouped_0,0.02209935120872386,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.044240240181973395
